File1,File2,sentence,sentiment,topic
nên tăng số buổi thực hành .,negative,,,
"máy nghe nên được trang bị tốt hơn , phòng học nên sáng hơn .",negative,,,
đúng giờ và nhiệt tình .,positive,,,
sinh viên không hiểu bài .,negative,,,
"cô dạy hay , thích lên lớp cô dạy .",positive,,,
"cô dạy nhiệt tình , luôn quan tâm đến học sinh .",positive,,,
"nhiệt tình , tiếp cận hỗ trợ tốt những điểm không hiểu của sinh viên , truyền đạt tốt , tạo nhịp điệu cho buổi học .",positive,,,
đôi lúc giảng hơi nhanh .,neutral,,,
nhiệt tình tận tâm trong giảng dạy !,positive,,,
"cô wzjwz272 rất nhiệt tình với sinh viên , tạo nhiều điều kiện để sinh viên đạt kết quả học tập cao .",positive,,,
"thầy dạy khó hiểu quá , tụi em tiếp thu vô được rất ít .",negative,,,
"nên cập nhật đề cương giảng dạy môn học thường xuyên , kiến thức phù hợp với thực tiễn .",negative,,,
"thầy dạy nhiệt tình , dễ hiểu , dễ áp dụng làm bài thi .",positive,,,
"hơn nữa cô báo nghỉ rất trễ , cách rất sát giờ học .",negative,,,
"nhiệt tình trong giảng dạy , vui vẻ .",positive,,,
thời gian học trên lớp khá thoải mái .,positive,,,
giáo trình khó hiểu .,negative,,,
giọng thầy giảng bài nghe rất là buốn ngủ .,negative,,,
"các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú .",negative,,,
"cách truyền đạt , sự tận tâm của giảng viên .",positive,,,
"giảng viên giảng dạy tận tình , dễ hiểu .",positive,,,
được .,positive,,,
giảng viên không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng ( không có thông báo nghỉ trên daadotuitdotedudotvn ) .,negative,,,
thầy dạy kỹ nhiệt tình .,positive,,,
"thầy vui tính , nhiệt tình , dạy dễ hiểu .",positive,,,
nên đổi sang ht1 .,negative,,,
"thầy rất nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ .",positive,,,
"dạy hay dễ hiểu , lên lớp đầy đủ .",positive,,,
đúng thời gian lên lớp và tận tình giảng dạy .,positive,,,
cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .,negative,,,
ở mỗi bài cô có thể nhận xét cái đúng và cái sai để nhóm có thể biết được nhóm đã sai những gì để có thể tránh trong các thiết kế sau này .,negative,,,
phương thức giảng dạy .,neutral,,,
"thầy rất thoải mải trò chuyện để giải quyết thắc mắc cho sinh viên , chỉ dẫn những cách làm bài dễ hiểu để cho sinh viên không bị vướng mắc .",positive,,,
"thầy dạy nói rất nhanh , khó hiểu .",negative,,,
"cung cấp nhiều kiến thức mới , hay .",positive,,,
nên nói sâu về những vấn đề khó .,negative,,,
cô rất nhiệt tình và gửi nhiều tâm huyết trong bài giảng .,positive,,,
môn học này quá tải .,negative,,,
cô nhiệt tình và tận tâm với lớp .,positive,,,
kiến thức rộng .,positive,,,
các thầy nên cho đề cương ôn sát với phần thi .,negative,,,
"dạy không có chuẩn bị trước , chỉ đọc slide .",negative,,,
đặc biệt với sự hướng dẫn của thầy wzjwz162 .,negative,,,
"cô wzjwz131 dạy hầu hết kiến thức cho sinh viên dù là chỉ là lớp thực hành , nên để cô tiếp tục giảng dạy trong các học kỳ tới .",positive,,,
"hay nói dông dài trong giờ học , giảng dạy chưa nhiệt tình , buồn ngủ .",negative,,,
"giáo viên nhiệt tình , tâm huyết , vui tính .",positive,,,
chỉ bảo tự tìm hiểu .,negative,,,
các trang bị để nghe không rõ .,negative,,,
có thể mời thêm các anh chị khóa trên tham gia chia sẻ kinh nghiệm học tập cũng như làm việc .,positive,,,
chắc gì những gì sinh viên nói đã đúng .,negative,,,
cung cấp nhiều kiến thức hay cho sinh viên .,positive,,,
góp phần truyền cảm hứng cho học viên .,positive,,,
"dạy hay , dễ hiểu , nhiệt tình .",positive,,,
"cô tạo được một không khí gần gũi , không áp lực , học rất thoải mái .",positive,,,
thầy dạy vui vẻ nhiệt tình .,positive,,,
"cô dạy rất nhiệt tình , các tài liệu đầy đủ .",positive,,,
giáo viên dạy dễ hiểu .,positive,,,
cần xây dựng cơ sở dữ liệu lớn phục vụ việc thực hành của sinh viên .,negative,,,
"thời gian xếp lịch thực hành không hợp lý , lý thuyết học tiết 45 , thực hành học tiết 67 8 .",negative,,,
cô còn vui vẻ tận tâm nữa nên em rất quý cô .,positive,,,
em mong thầy giảm thời lượng seminar và tăng thêm các buổi thầy dạy kiến thức .,negative,,,
"bài tập mang tính vận dụng cao , giúp sinh viên hiểu và nhớ kiến thức vừa học .",positive,,,
"không nên bắt sinh viên phải lên ngồi đủ 80% giờ học trở lên vì có những đề tài sinh viên đã nắm được cách làm , lên ngồi điểm danh mất thời gian vô ích .",negative,,,
ở giảng đường lâu lâu cúp điện rất nóng .,negative,,,
"cô dạy dễ hiểu , vui vẻ .",positive,,,
"cơ sở vật chất cần được cải thiện , tránh việc học ở các giảng đường .",negative,,,
cần có tiết học với giảng viên nước ngoài .,negative,,,
"giáo viên dạy tận tình , dễ hiểu .",positive,,,
không có bài ví dụ mẫu trong slide cũ ở nhiều chương khó cho việc ôn tập !,negative,,,
"thầy nhiệt tình trong giảng dạy , luôn quan tâm chú ý đến sinh viên giải đáp mọi thắc mắc trong quá trình giải bài tập .",positive,,,
đề thực hành hơi dài .,negative,,,
cô lo cho các sinh viên .,positive,,,
không có điều gì không hài lòng về thầy .,neutral,,,
"giảng dạy hướng dẫn dễ hiểu , dễ tiếp thu .",positive,,,
thầy wzjwz60 là một giảng viên rất tận tâm và yêu nghề !,positive,,,
nên giảng dạy kèm áp dụng thực tế nhiều hơn .,negative,,,
em chỉ có góp ý nho nhỏ đó thôi ạ .,neutral,,,
"thầy giảng dạy tôt , dễ hiểu .",positive,,,
"giờ học luôn sinh động , hiệu quả , giúp học sinh nắm vững kiến thức .",positive,,,
"thầy giảng viên truyền đạt kiến thức rất tốt , sinh viên dễ tiếp thu .",positive,,,
giảng viên để nhóm của bạn wzjwz224 seminar nhiều lần và lớp không thể tiếp thu từ buổi seminar hiệu quả như là giảng viên dạy .,negative,,,
"truyền đạt tốt , hay .",positive,,,
rất ít người học thực hành môn cấu trúc dữ liệu & giải thuật .,negative,,,
chưa thúc đẩy học sinh học tập .,negative,,,
cô tận tâm nhiệt tình vui vẻ hiểu tâm lý học sinh .,positive,,,
"thầy dạy vui tính , hiểu tâm lý học sinh , cách dạy cuốn hút , dễ hiểu .",positive,,,
"dạy kiến thức sâu , rộng .",positive,,,
thầy cần cho nhiều bài tập hơn .,negative,,,
"cho ít bài tập , không nâng cao được kiến thức .",negative,,,
thầy hay cúp tiết .,negative,,,
"thầy giảng cũng khá chi tiết , hay .",positive,,,
môn học không giúp ích được cho cuộc song sau này ( môn võ ) fraction chỉ đánh bài quyền cơ bản thì không thể tự vệ bản thân được .,negative,,,
"khá nhiều bài tập trên wecode quá khó và không thực tế , hy vọng kỳ thi sắp tới thầy cho đề dễ thở hơn và không đánh đố quá nhiều , em sắp rớt môn đến nơi rồi ạ hu hu .",negative,,,
"giảng viên hòa đồng vui tính , phong cách giảng dạy đĩnh đạc , chia nhóm làm việc hiệu quả .",positive,,,
"thầy dạy rất dễ hiểu , nhiệt tình .",positive,,,
"nhiệt tình , tận tâm , luôn tận dụng tối đa giờ học trên lớp , kiến thức truyền đạt tốt , vui vẻ , hoà đồng với sinh viên .",positive,,,
thầy nên xem xét bài mà sinh viên giải .,negative,,,
"quản lý như vậy dẫn đến tình trạng "" cha chung không ai khóc "" .",negative,,,
"thầy giảng bài tận tâm , cách truyền đạt dễ hiểu , gần gũi với sinh viên và thường hay có lời khuyên có ích .",positive,,,
"cô giảng dạy nhiệt tình , dễ hiểu , bài tập bám sát lý thuyết .",positive,,,
"thầy dạy hay , dễ tiếp thu bài .",positive,,,
cô wzjwz231 thường xuyên chữa bài tập và đi sát vào nội dung học tập .,positive,,,
nên cung cố thêm phần ngữ pháp và từ vựng .,negative,,,
thầy cung cấp nhiều bài tập và hướng giải hay .,positive,,,
"tận tâm , nhiệt huyết .",positive,,,
"giảng viên dạy dễ hiểu , rõ ràng liên hệ thực tiễn cuộc sống .",positive,,,
giảng viên đảm bảo giờ lên lớp .,positive,,,
"cần các công cụ , kiến thức sát với công nghệ mà các doanh nghiệp thực tế bên ngoài sử dụng .",negative,,,
cho bài tập thực hành với nhiều trang web thực hành hay .,positive,,,
"em thấy nó thật sự rất tốt , giải quyết sinh viên với những vấn đề trên .",positive,,,
hơi khó hiểu .,negative,,,
"không khí vui vẻ , thoải mái .",positive,,,
nó áp dụng như thế nào ?,negative,,,
dễ .,neutral,,,
thực hành nhiều tiết hơn .,negative,,,
thầy có một sự hiểu biết rộng ở nhiều lĩnh vực kể cả trong giảng dạy và ngoài đời sống .,positive,,,
chưa để ý đến sinh viên .,negative,,,
em thấy ổn ạ .,neutral,,,
thầy hiền dễ thương vui tính giảng rất dễ hiểu và tận tình .,positive,,,
"có sách , giáo trình cụ thể để xác định đươc rõ mục đích của môn học .",negative,,,
cô dạy vui kỹ năng nhiệt tình .,positive,,,
"chưa có trình độ sư phạm cao , nên việc giảng giải vấn đề có nhiều lúc chưa rõ .",negative,,,
"giảng viên tận tâm , tận tình .",positive,,,
cần có nhiều trò chơi nhằm kích thích tính hiếu thắng của sinh viên chất lượng học tốt hơn .,negative,,,
"giảng viên nhiệt tình , bài học gắn với thực tế , thường xuyên cho bài tập để củng cố kiến thức .",positive,,,
tóm lại thầy nên học một khóa về kỹ năng giao tiếp .,negative,,,
"nhiệt tình , thực tế .",positive,,,
nên tập trung vào nghe và nói tiếng anh nhiều hơn .,negative,,,
cách giảng dạy chưa đạt hiệu quả cao .,negative,,,
thầy chưa bao giờ đến lớp .,negative,,,
cần cho nhiều ví dụ trên lớp hơn .,negative,,,
em có ý kiến là trường nên giảm số lượng sinh viên trong một lớp lại và mở thêm nhiều lớp hơn .,negative,,,
chúc thầy sức khỏe và thành công .,positive,,,
"giảng viên giảng dạy nhiệt tình , bám sát nội dung môn học .",positive,,,
dễ nắm bắt kiến thức để đi thi .,positive,,,
chưa chuẩn bị kỹ nội dung giảng dạy .,negative,,,
"thiếu lôi cuốn , còn nói dựa vào slide nhiều .",negative,,,
bài tập giảng dạy chưa kỹ .,negative,,,
ít cập nhật thông tin trên moodle hoặc mail cho sinh viên .,negative,,,
nội dung thực hành khó .,negative,,,
"vô cùng tận tình , sẵn sàng truyền đầy đủ kiến thức cho sinh viên và hết lòng chỉ bảo .",positive,,,
"thầy rất tận tình , có tâm , quan tâm đến việc học của sinh viên .",positive,,,
cần nâng cao công tác giảng dạy hơn nữa .,negative,,,
cho bài tập cũng là những bài tập hay .,positive,,,
dạy sát kiến thức trong giáo trình .,positive,,,
"thầy rất vui tính và thú vị , lớp học luôn sôi động .",positive,,,
"hướng dẫn dễ hiểu , hết mình .",positive,,,
"giáo viên không dạy từ cơ bản đến nâng cao , truyền đạt không rõ cho sinh viên , cần chỉ cho sinh viên những kiến thức cơ sở là cái nào và phải có phương pháp học ra sao , giáo viên còn khắc khe với học sinh .",negative,,,
"nên cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chê lý thuyết suông .",negative,,,
