,sentiment,content
23008,happiness,"Up, I slept in till 11.02 !!! Shooting a new vid today"
23012,happiness,"i'm in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!"
23017,happiness,cant wait for thursday!
23018,happiness,@charavel nice! now gimmeh some nice stuff
23024,happiness,@Cocodemerusa Joined you on facebook!
23026,happiness,@Mizz_Trouble my pleasure sweetie! Lookin forward 2 gettin 2 know u
23028,happiness,"I am back from my weekend getaway! Energized for another week, bring it on! lol"
23030,happiness,"@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!"
23032,happiness,"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day"
23038,happiness,@themanwhofell compliment taken. Thanks. Key is to be yourself
23041,happiness,yay back at home
23043,happiness,"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world..."
23048,happiness,Apparently it's #starwarsday
23049,happiness,100 Followers  Bom Dia!!
23051,happiness,Is getting more and more excited about thorpe park tomorrow
23055,happiness,Happy Bank Holiday
23067,happiness,@pattidigh we are all so proud of you! I am seriously thinking of joining you next year. Got to get training
23069,happiness,Finally was blessed to see the MOON
23072,sadness,@sparklethots love that birdy nest! though i already got us another kind
23074,happiness,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you"
23081,happiness,@PembsDave Hope you're having a relaxing day. I feel so laid back I can't stand up
23091,happiness,Time to snuggle up in bed with the electric blankie on
23092,happiness,"Nothing like 10P to kick-off the Bank Holiday, dig the haircut Luke! Next stop...Selfridges"
23094,happiness,"@lollipop26 that was a really good interview to read, really enjoyed it  x"
23096,happiness,"is listening to Sunlounger's music, waiting for the sun to set."
23097,happiness,"@christhesoul well doesn't that look fab, even if I do say so myself!"
23099,happiness,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend
23101,happiness,Happy Star Wars Day  - May the Fourth be with you
23104,happiness,@fromlucy thank you dearie -- I just followed dome of them on there too!
23106,happiness,@keza34 @ComedyQueen morning
23112,happiness,Don't we all love bank holidays
23114,happiness,Needs a yummy breakfast after her shift
23122,happiness,Having a pj dayy.....Doesnt happen veryy often
23126,happiness,@taylorswift13 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove&lt;3
23130,happiness,Came back from Bishopstorford! Went to my Aunt's wedding party by the way. It was fun! I got to see my cousins again after about 3 years
23137,happiness,"@Cyberwest thanks for that twitpic, sure made me laugh"
23144,happiness,@BeMeaningful thanks for FF wink
23152,happiness,@tomfelton http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella
23157,happiness,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day
23158,happiness,Pretty happy with how things have changed over the past 2 months...definitely for the best
23167,happiness,Ideas gallore!!  Rock Opera FTW!!!! Yes tweets Kayleigh and I are writing a rock opera.  For more info email us: CoatAndKay@hotmail.com
23171,happiness,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! &lt;3
23172,happiness,"@Wookiesgirl I was thinking, &quot;I never see her tweet.&quot; Well, duh - if I don't follow you, I can't! Now I can."
23189,happiness,CAPONES island in 2 days!!! my summer is just starting...
23190,happiness,&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo
23191,sadness,thats my moan for the day
23195,happiness,Already back from shopping and about to do a nice monday roast
23196,happiness,@vileness now that is hilarious. I can imagine their reactions.
23198,happiness,"@R1CC1 that's funny...well, i'll say bye again b/c i'm really THAT delirious...lol... i worked 13 hrs i think...crazy...anyhoo bye lady!"
23207,happiness,@lisibo &quot;grace and skills of a newborn giraffe &quot; is a great visual aid!    Fabulous language to use as an example for kids.  Thx!
23211,happiness,May the 4th be with me today as I round off the weekend with one more session - happy 4th y'all from the Fintster
23215,happiness,Welcome new followers also
23216,happiness,"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!"
23227,sadness,"@Yassak you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !"
23235,happiness,looking forward to Ben's baseball game tonight
23239,sadness,@FotoWala Nice - your book will be a ready reckoner for new stuff next time I'm there!
23242,sadness,well i'm gonna go now.  goodbye all.
23244,happiness,@piyush_ranjan Did I ever mention what a nice and awesome dude you are?
23250,happiness,mint choc ice cream whilst studying.....now thats good
23254,happiness,Good episode of Top Gear tonight.
23256,happiness,"With that said, I'm out til later. Enjoy your day everyone!"
23258,happiness,@lapix Thanks Ennio
23262,happiness,Caught on Google Street View http://twitzap.com/u/aw4 - A couple of good ones
23273,happiness,I'm wondering how big the rumored new 'large screen' Kindle will be - http://is.gd/wyFI -and when we can start seeing K12 textbooks on it
23277,happiness,is feeling very happy despite the amount of work that i need to do today!!! Happy times
23281,sadness,Waaaa. I ran my machine problem! Yeah!
23282,sadness,eating breakfast  getting ready to go to school ;(
23288,happiness,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!"
23298,sadness,"@iamdiddy If I knew it was gonna be this kind of party, I would've stuck my dick in the mashed potatoes!"
23300,happiness,On my way home. I think i am over him
23306,happiness,"@guybatty Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
23312,happiness,@inkcircles Thank you!
23318,happiness,@quinland    Lmao Yes its on the 27th  I get so excited lol
23319,happiness,"@katoi awww, a very happy birthday to him"
23320,happiness,@nikkiwoods no problem! i think it's a great thing to reflect on.
23326,happiness,gooodmorning people of earth!
23329,happiness,@ckanal funny you should say...am filling it out as we speak ;) cheers!
23339,happiness,@chromasia I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!
23342,happiness,@fallenstar_ I got 71! That's more than I'm following... I feel special now
23348,happiness,@jjkraal Thanks! Fotoreportage coming soon
23351,sadness,"The Aspitar Hospital in Doha is amazing. Great service, nice building and free WiFi. Win"
23353,happiness,@Blondie_HK very funny
23355,happiness,"@fallenstar_ Oh ok then, I've been there before for a wedding. It was heaps nice there. I'm a big fan of Qld"
23357,happiness,"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out"
23364,happiness,"@DrRus @BruceBrownNC Good morning, gents!  How are ya today?"
23365,happiness,hope this day will be nice as the sun that are upon us
23368,happiness,Good Morning everyone!  Have a great Monday!  Thanks for following!
23376,happiness,"Just booked my tickets for London on thursday, i'm so exicted"
23379,happiness,@Zokathepuppy heyyy! how are you todayy?!
23381,happiness,"@Rupert_Grint About the dog thingy, an adorable golden retriever would be awesome !  Or a husky, too. x"
23385,sadness,@pd1001 Aw poor you..ironing! Eek! lol It's raining here too.....prob try and get out with the kids later..nt too exciting im afraid!
23407,sadness,@suzi_meow YEAH U Better BE !!
23408,happiness,Having fun  With my friend !
23409,happiness,@kevmarmol Agree!
23411,happiness,"Right I now need breakfast. Let's see if I can make it while Tweeting ;-) What am I thinking, I'm a bloke, multitasking is out lol"
23414,sadness,@threefromleith Poor you. I'm off on Bank Holiday Monday today too
23419,happiness,"@WhitneyEVE i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!"
23422,happiness,@marcooth GREAT!! i obviously should check twitter more often to know all the important stuff thats going on
23427,happiness,Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.
23429,happiness,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2
23433,happiness,@krissy_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!
23434,happiness,spending some quality time with my fender tele deluxe...true love
23440,happiness,@igortizz hahahahaha u look really good in ur picture
23442,sadness,Boo to the rain. Just got all pruney in the bath  oo its may day..the crazy morris dancers will be having it large in ampthill lol.
23451,happiness,"????? ?? ??? ????????, ????? ?? ??? ???????, ??? ??? ?? ?????? ??? ??, ???? ??? ?? ???????... The magic of Rafi singing for Shammi Kapoor"
23459,happiness,what a beautiful morning ; it's time to get up and enjoy the sun
23461,happiness,Wearing my new Victoria's Secret slippers
23462,happiness,"@alancostello well...as long as you have trees  yeh definately need to go find one, maybe after the crutches tho! :p"
23465,happiness,May the 4th be with you
23467,happiness,(@JMBuckett) Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.
23470,happiness,might start Spanish...any min now....nope just can't do it! xx
23483,happiness,I'm currently enjoying NOT being at work this bank holiday  Frasier and Jeremy Kyle so far. Enjoy the extra day off Tweeters!
23491,happiness,"@avrilchan that is of course, u don't mind some old ppl as well"
23502,happiness,"It's Happy Star Wars Day, LOL.  May the force be strong with you all."
23511,happiness,"Just been playing some pacman on the box......a few achvs,taking my GS to exactly 47000........nice"
23512,happiness,@col4man Thanks
23516,happiness,Fight Club 10th anniversary re-enacting. Nice tattoos  http://img.suicidegirls.com/media/albums/6/57/13576/658166.jpg
23518,happiness,"@ciaoamalfi Its great when locals stop you to ask for directions, and even better when you know the answer"
23526,happiness,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!
23529,happiness,"@emma_BMTH i also want to attend the tafe gig  I asked mum about soundwave and she was like, hmmm possibly. which probably means yes."
23531,sadness,&quot;My problem isn't that I miss you... 'cause I don't&quot;
23535,happiness,will be heading to baguio in a few hours.
23536,happiness,@Loebette Hooray! Your avatar is back! Wil go and put it in the Gardeners zone now
23539,happiness,"Rose Romance is released here on Thursday, gonna get me some BPs"
23548,happiness,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? http://poprl.com/1vN0
23551,happiness,and so another week begins. this one has got to be better than the last
23553,happiness,"@atbandre nice wedding ring, shiny!"
23564,happiness,"@MissxMarisa haha, yeah I think it's a bit of both"
23565,sadness,"It's 6.30pm - sun is setting soon, and i should be setting off soon too! Grab some dinner and catch sitcoms!"
23567,happiness,@yohanik Hehe. Just found the Wikipedia page for the movie. And Last.fm confirms it. Thank you.  http://is.gd/iPrR
23572,sadness,listening to AM- teddy picker  She saw it and she grabbed it and it wasn't what it seemed
